analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,202.16,82.658,0.0,6.554,2.805,0.0,0.0,269.256,0.0,0.0,154.877,25.168,TORONTOMETRESSTN,ONTARIO,Attic/gable,82.0,W,O-1006,One,SingleDetached,719.4,TORONTOMETRESSTN,8.4,5.6,0.0,0.0,5.6,0.0,0.0,5.6,0.615,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.299,0.187,0.0,0.0,0.187,0.0,0.0,0.187,Zone 5,,Natural gas,ERS-4044.H2K,sim-880.choices,HTAP-options.json,General,HTAP-work-39,880,HTAP-sim-880,Details in JSON output,0.0,0.0,0.0,6927.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6927.74,0.0,0,Details in JSON output,Details in JSON output,true,6927.74,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,27.5,3.6,0.0,0.7,14.9,27.5,0,25.6,65.6,0.3,14993.4,408.1,0.0,0.0,0.0,60,3890,3.174,7.36,147.1,1.0,2653.0,5730.7,0.0,970.5,93.1,2.9,1261.64,188.88,1450.51,0.0,0.0,0.0,1450.51,0.0,true,1,1,7.362101,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,202.16,82.658,0.0,6.554,2.805,0.0,0.0,270.082,0.0,0.0,155.65,25.22,TORONTOMETRESSTN,ONTARIO,Attic/gable,82.0,W,O-1006,One,SingleDetached,719.4,TORONTOMETRESSTN,7.9,4.0,0.0,0.0,4.5,0.0,0.0,8.8,0.616,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.348,0.251,0.0,0.0,0.25,0.0,0.0,0.253,Zone 5,,Natural gas,ERS-4044.H2K,sim-881.choices,HTAP-options.json,General,HTAP-work-0,881,HTAP-sim-881,Details in JSON output,0.0,0.0,0.0,6943.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6943.97,0.0,0,Details in JSON output,Details in JSON output,true,6943.97,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,26.9,3.6,0.0,0.7,14.9,27.0,0,25.6,65.0,0.3,14834.9,408.1,0.0,0.0,0.0,60,3890,3.175,10.42,145.1,1.0,2665.4,5725.8,0.0,959.4,91.1,2.9,1250.52,188.87,1439.38,0.0,0.0,0.0,1439.38,0.0,true,1,1,10.415221,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,202.16,82.658,0.0,6.554,2.805,0.0,0.0,269.256,0.0,0.0,154.877,25.168,TORONTOMETRESSTN,ONTARIO,Attic/gable,82.0,W,O-1006,One,SingleDetached,719.4,TORONTOMETRESSTN,8.4,5.6,0.0,0.0,5.6,0.0,0.0,5.6,0.615,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.345,0.256,0.0,0.0,0.256,0.0,0.0,0.256,Zone 5,,Natural gas,ERS-4044.H2K,sim-882.choices,HTAP-options.json,General,HTAP-work-1,882,HTAP-sim-882,Details in JSON output,0.0,0.0,0.0,6927.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6927.74,0.0,0,Details in JSON output,Details in JSON output,true,6927.74,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,26.3,3.6,0.0,0.7,14.9,26.4,0,25.6,64.6,0.3,14704.7,408.2,0.0,0.0,0.0,60,3890,3.174,8.3,143.5,1.0,2978.4,5730.7,0.0,950.3,89.2,3.2,1241.37,188.88,1430.26,0.0,0.0,0.0,1430.26,0.0,true,1,1,8.299753,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,155.71,164.72,0.0,5.396,0.0,0.0,16.815,342.046,0.0,0.0,131.232,23.883,LONDON,ONTARIO,Attic/hip,320.4,NW,O-1003,One,SingleDetached,883.0,LONDON,0.0,0.0,2.9,5.4,0.0,14.4,1.1,0.0,0.0,0.0,0.78,0.833,0.0,0.816,0.625,0.0,0.0,0.0,0.307,0.25,0.0,0.33,0.484,0.0,Zone 5,,Natural gas,ERS-4046.H2K,sim-883.choices,HTAP-options.json,General,HTAP-work-2,883,HTAP-sim-883,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,17.9,0.9,0.0,2.3,10.9,17.9,0,25.6,54.2,0.3,12854.6,293.3,0.0,0.0,0.0,50,3900,4.396,6.16,27.3,1.0,3321.4,4813.5,0.0,956.0,15.5,2.1,1111.49,324.5,1436.0,0.0,0.0,0.0,1436.0,0.0,true,1,1,6.158269000000001,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,155.71,164.72,0.0,5.396,0.0,0.0,16.815,339.44,0.0,0.0,129.656,22.853,LONDON,ONTARIO,Attic/hip,320.4,NW,O-1003,One,SingleDetached,883.0,LONDON,0.0,0.0,5.7,5.7,0.0,5.7,5.7,0.0,0.0,0.0,0.833,0.833,0.0,0.833,0.833,0.0,0.0,0.0,0.342,0.342,0.0,0.342,0.342,0.0,Zone 5,,Natural gas,ERS-4046.H2K,sim-884.choices,HTAP-options.json,General,HTAP-work-3,884,HTAP-sim-884,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,17.4,1.0,0.0,2.4,10.9,17.4,0,25.6,53.9,0.3,12755.5,293.3,0.0,0.0,0.0,49,3900,4.511,5.34,26.9,1.0,3614.5,4737.1,0.0,949.0,15.1,2.4,1104.53,324.5,1429.04,0.0,0.0,0.0,1429.04,0.0,true,1,1,5.336699,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,155.71,164.72,0.0,5.396,0.0,0.0,16.815,342.046,0.0,0.0,131.232,23.883,LONDON,ONTARIO,Attic/hip,320.4,NW,O-1003,One,SingleDetached,883.0,LONDON,0.0,0.0,2.9,5.4,0.0,14.4,1.1,0.0,0.0,0.0,0.606,0.606,0.0,0.606,0.606,0.0,0.0,0.0,0.183,0.181,0.0,0.186,0.184,0.0,Zone 5,,Natural gas,ERS-4046.H2K,sim-885.choices,HTAP-options.json,General,HTAP-work-4,885,HTAP-sim-885,Details in JSON output,0.0,0.0,0.0,7398.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7398.45,0.0,0,Details in JSON output,Details in JSON output,true,7398.45,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,25.0,0.7,0.0,2.2,10.9,25.0,0,25.6,60.8,0.3,14791.5,293.3,0.0,0.0,0.0,54,3900,3.909,8.55,33.4,1.0,2696.1,5201.2,0.0,1092.0,21.7,1.5,1247.47,324.5,1571.97,0.0,0.0,0.0,1571.97,0.0,true,1,1,8.546924,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,155.71,164.72,0.0,5.396,0.0,0.0,16.815,339.44,0.0,0.0,129.656,22.853,LONDON,ONTARIO,Attic/hip,320.4,NW,O-1003,One,SingleDetached,883.0,LONDON,0.0,0.0,5.7,5.7,0.0,5.7,5.7,0.0,0.0,0.0,0.606,0.606,0.0,0.606,0.606,0.0,0.0,0.0,0.187,0.187,0.0,0.187,0.187,0.0,Zone 5,,Natural gas,ERS-4046.H2K,sim-886.choices,HTAP-options.json,General,HTAP-work-5,886,HTAP-sim-886,Details in JSON output,0.0,0.0,0.0,7079.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7079.45,0.0,0,Details in JSON output,Details in JSON output,true,7079.45,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,24.6,0.7,0.0,2.2,10.9,24.6,0,25.6,60.5,0.3,14687.7,293.3,0.0,0.0,0.0,54,3900,3.969,9.48,33.0,1.0,2836.1,5147.9,0.0,1084.7,21.3,1.7,1240.18,324.5,1564.69,0.0,0.0,0.0,1564.69,0.0,true,1,1,9.478571,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,155.71,164.72,0.0,5.396,0.0,0.0,16.815,342.046,0.0,0.0,131.232,23.883,LONDON,ONTARIO,Attic/hip,320.4,NW,O-1003,One,SingleDetached,883.0,LONDON,0.0,0.0,2.9,5.4,0.0,14.4,1.1,0.0,0.0,0.0,0.606,0.606,0.0,0.606,0.606,0.0,0.0,0.0,0.251,0.248,0.0,0.254,0.251,0.0,Zone 5,,Natural gas,ERS-4046.H2K,sim-887.choices,HTAP-options.json,General,HTAP-work-6,887,HTAP-sim-887,Details in JSON output,0.0,0.0,0.0,7398.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7398.45,0.0,0,Details in JSON output,Details in JSON output,true,7398.45,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,23.1,0.8,0.0,2.3,10.9,23.1,0,25.6,59.1,0.3,14288.9,293.3,0.0,0.0,0.0,54,3900,3.909,9.71,31.8,1.0,3014.3,5201.2,0.0,1056.7,20.0,1.9,1212.18,324.5,1536.69,0.0,0.0,0.0,1536.69,0.0,true,1,1,9.713734,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 5,155.71,164.72,0.0,5.396,0.0,0.0,16.815,339.44,0.0,0.0,129.656,22.853,LONDON,ONTARIO,Attic/hip,320.4,NW,O-1003,One,SingleDetached,883.0,LONDON,0.0,0.0,5.7,5.7,0.0,5.7,5.7,0.0,0.0,0.0,0.606,0.606,0.0,0.606,0.606,0.0,0.0,0.0,0.256,0.256,0.0,0.256,0.256,0.0,Zone 5,,Natural gas,ERS-4046.H2K,sim-888.choices,HTAP-options.json,General,HTAP-work-7,888,HTAP-sim-888,Details in JSON output,0.0,0.0,0.0,7079.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7079.45,0.0,0,Details in JSON output,Details in JSON output,true,7079.45,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,22.8,0.9,0.0,2.3,10.9,22.8,0,25.6,58.9,0.3,14222.0,293.3,0.0,0.0,0.0,54,3900,3.969,9.86,31.5,1.0,3209.4,5147.9,0.0,1052.0,19.8,2.1,1207.48,324.5,1531.99,0.0,0.0,0.0,1531.99,0.0,true,1,1,9.863838,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,122.47,122.45,0.0,5.03,2.33,0.0,0.0,247.827,0.0,0.0,105.541,14.806,LONDON,ONTARIO,Attic/hip,122.0,E,O-1003,One,SingleDetached,624.2,LONDON,3.0,3.6,0.0,0.0,1.6,0.0,0.0,6.5,0.869,0.742,0.0,0.0,0.821,0.0,0.0,0.843,0.239,0.366,0.0,0.0,0.212,0.0,0.0,0.25,Zone 5,,Natural gas,ERS-4047.H2K,sim-889.choices,HTAP-options.json,General,HTAP-work-8,889,HTAP-sim-889,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,15.6,0.9,0.0,2.3,11.0,15.6,0,25.6,52.2,0.5,12249.1,295.2,0.0,0.0,0.0,40,3900,4.592,7.17,66.9,1.0,1933.3,3547.4,0.0,1398.3,35.6,2.2,1546.85,331.45,1878.3,0.0,0.0,0.0,1878.3,0.0,true,1,1,7.165968,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,122.47,122.45,0.0,5.03,2.33,0.0,0.0,245.183,0.0,0.0,101.869,15.834,LONDON,ONTARIO,Attic/hip,122.0,E,O-1003,One,SingleDetached,624.2,LONDON,3.6,3.4,0.0,0.0,3.4,0.0,0.0,5.5,0.875,0.882,0.0,0.0,0.882,0.0,0.0,0.863,0.242,0.246,0.0,0.0,0.246,0.0,0.0,0.236,Zone 5,,Natural gas,ERS-4047.H2K,sim-890.choices,HTAP-options.json,General,HTAP-work-9,890,HTAP-sim-890,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,14.9,1.0,0.0,2.3,11.0,14.9,0,25.6,51.6,0.5,12069.3,295.2,0.0,0.0,0.0,40,3900,4.598,6.9,65.4,1.0,2109.0,3559.6,0.0,1378.5,34.0,2.3,1527.06,331.45,1858.51,0.0,0.0,0.0,1858.51,0.0,true,1,1,6.899784,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,122.47,122.45,0.0,5.03,2.33,0.0,0.0,247.827,0.0,0.0,105.541,14.806,LONDON,ONTARIO,Attic/hip,122.0,E,O-1003,One,SingleDetached,624.2,LONDON,3.0,3.6,0.0,0.0,1.6,0.0,0.0,6.5,0.618,0.606,0.0,0.0,0.606,0.0,0.0,0.664,0.186,0.183,0.0,0.0,0.181,0.0,0.0,0.196,Zone 5,,Natural gas,ERS-4047.H2K,sim-891.choices,HTAP-options.json,General,HTAP-work-10,891,HTAP-sim-891,Details in JSON output,0.0,0.0,0.0,3864.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3864.91,0.0,0,Details in JSON output,Details in JSON output,true,3864.91,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,18.4,0.9,0.0,2.2,11.0,18.4,0,25.6,54.8,0.5,13004.7,295.2,0.0,0.0,0.0,42,3900,4.182,8.83,73.1,1.0,1790.3,3759.5,0.0,1481.4,41.9,2.1,1629.96,331.45,1961.41,0.0,0.0,0.0,1961.41,0.0,true,1,1,8.830121,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,122.47,122.45,0.0,5.03,2.33,0.0,0.0,245.183,0.0,0.0,101.869,15.834,LONDON,ONTARIO,Attic/hip,122.0,E,O-1003,One,SingleDetached,624.2,LONDON,3.6,3.4,0.0,0.0,3.4,0.0,0.0,5.5,0.616,0.606,0.0,0.0,0.606,0.0,0.0,0.677,0.186,0.186,0.0,0.0,0.186,0.0,0.0,0.2,Zone 5,,Natural gas,ERS-4047.H2K,sim-892.choices,HTAP-options.json,General,HTAP-work-11,892,HTAP-sim-892,Details in JSON output,0.0,0.0,0.0,4183.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.54,0.0,0,Details in JSON output,Details in JSON output,true,4183.54,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,18.0,0.9,0.0,2.2,11.0,18.0,0,25.6,54.5,0.5,12908.6,295.2,0.0,0.0,0.0,43,3900,4.067,10.08,72.3,1.0,1981.6,3838.2,0.0,1470.8,41.0,2.1,1619.39,331.45,1950.84,0.0,0.0,0.0,1950.84,0.0,true,1,1,10.078996,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,122.47,122.45,0.0,5.03,2.33,0.0,0.0,247.827,0.0,0.0,105.541,14.806,LONDON,ONTARIO,Attic/hip,122.0,E,O-1003,One,SingleDetached,624.2,LONDON,3.0,3.6,0.0,0.0,1.6,0.0,0.0,6.5,0.618,0.606,0.0,0.0,0.606,0.0,0.0,0.664,0.249,0.25,0.0,0.0,0.247,0.0,0.0,0.242,Zone 5,,Natural gas,ERS-4047.H2K,sim-893.choices,HTAP-options.json,General,HTAP-work-12,893,HTAP-sim-893,Details in JSON output,0.0,0.0,0.0,3864.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3864.91,0.0,0,Details in JSON output,Details in JSON output,true,3864.91,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,17.6,0.9,0.0,2.3,11.0,17.6,0,25.6,54.1,0.5,12811.0,295.2,0.0,0.0,0.0,42,3900,4.182,9.08,71.5,1.0,1918.4,3759.5,0.0,1460.1,40.2,2.2,1608.66,331.45,1940.11,0.0,0.0,0.0,1940.11,0.0,true,1,1,9.077292,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
