analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,67.95,121.796,0.0,3.086,0.511,48.105,22.756,403.216,0.0,0.0,172.83,34.643,OTTAWA,ONTARIO,Attic/hip,263.4,E,A-1069,Two,SingleDetached,710.4,OTTAWA,9.0,8.5,0.0,0.0,8.5,0.0,0.0,8.5,0.577,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.211,0.188,0.0,0.0,0.188,0.0,0.0,0.188,Zone 6,,Natural gas,ERS-7520.H2K,sim-1330.choices,HTAP-options.json,General,HTAP-work-9,1330,HTAP-sim-1330,Details in JSON output,0.0,0.0,0.0,10573.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10573.59,0.0,0,Details in JSON output,Details in JSON output,true,10573.59,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,81.2,1.8,0.0,1.6,20.7,81.2,0,25.6,123.3,0.7,30374.0,556.2,0.0,0.0,0.0,118,4500,2.605,6.68,109.9,1.0,3596.8,13968.1,0.0,2324.9,85.7,3.2,2341.36,463.56,2804.92,0.0,0.0,0.0,2804.92,0.0,true,1,1,6.676629,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,67.95,121.796,0.0,3.086,0.511,48.105,22.756,404.184,0.0,0.0,182.838,25.603,OTTAWA,ONTARIO,Attic/hip,263.4,E,A-1069,Two,SingleDetached,710.4,OTTAWA,6.1,4.0,0.0,0.0,1.8,0.0,0.0,13.7,0.564,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.279,0.251,0.0,0.0,0.25,0.0,0.0,0.253,Zone 6,,Natural gas,ERS-7520.H2K,sim-1331.choices,HTAP-options.json,General,HTAP-work-10,1331,HTAP-sim-1331,Details in JSON output,0.0,0.0,0.0,7772.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7772.99,0.0,0,Details in JSON output,Details in JSON output,true,7772.99,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,77.9,1.7,0.0,1.6,20.7,77.9,0,25.6,120.0,0.7,29425.9,556.2,0.0,0.0,0.0,112,4500,2.824,8.04,106.3,1.0,3576.1,13412.6,0.0,2258.4,82.1,3.1,2274.8,463.55,2738.35,0.0,0.0,0.0,2738.35,0.0,true,1,1,8.038573,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,67.95,121.796,0.0,3.086,0.511,48.105,22.756,403.216,0.0,0.0,172.83,34.643,OTTAWA,ONTARIO,Attic/hip,263.4,E,A-1069,Two,SingleDetached,710.4,OTTAWA,9.0,8.5,0.0,0.0,8.5,0.0,0.0,8.5,0.577,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.276,0.257,0.0,0.0,0.257,0.0,0.0,0.257,Zone 6,,Natural gas,ERS-7520.H2K,sim-1332.choices,HTAP-options.json,General,HTAP-work-11,1332,HTAP-sim-1332,Details in JSON output,0.0,0.0,0.0,10573.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10573.59,0.0,0,Details in JSON output,Details in JSON output,true,10573.59,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,77.8,1.9,0.0,1.7,20.7,77.8,0,25.6,120.2,0.7,29459.9,556.4,0.0,0.0,0.0,118,4500,2.605,8.22,106.4,1.0,4101.0,13968.1,0.0,2260.8,82.0,3.7,2277.19,463.64,2740.83,0.0,0.0,0.0,2740.83,0.0,true,1,1,8.216697,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,77.89,110.226,0.0,2.86,0.738,26.272,23.842,384.416,0.0,0.0,194.264,26.952,MONTREAL,QUEBEC,Attic/hip,272.1,W,A-1069,Two,SingleDetached,765.5,MONTREAL,13.9,1.1,0.0,0.0,3.8,0.0,0.0,8.2,0.53,0.484,0.0,0.0,0.569,0.0,0.0,0.609,0.551,0.41,0.0,0.0,0.517,0.0,0.0,0.577,Zone 6,,Natural gas,ERS-7528.H2K,sim-1333.choices,HTAP-options.json,General,HTAP-work-12,1333,HTAP-sim-1333,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,QUEBEC,65.7,2.2,0.0,2.2,20.7,65.7,0,25.6,109.2,0.7,26239.6,556.7,0.0,0.0,0.0,111,4200,2.631,5.73,91.1,1.0,5627.8,12708.9,0.0,2034.9,67.0,5.6,2051.12,463.81,2514.93,0.0,0.0,0.0,2514.93,0.0,true,1,1,5.734976,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,77.89,110.226,0.0,2.86,0.738,26.272,23.842,383.448,0.0,0.0,183.153,37.095,MONTREAL,QUEBEC,Attic/hip,272.1,W,A-1069,Two,SingleDetached,765.5,MONTREAL,9.1,9.1,0.0,0.0,9.1,0.0,0.0,9.8,0.67,0.67,0.0,0.0,0.733,0.0,0.0,0.668,0.571,0.571,0.0,0.0,0.608,0.0,0.0,0.602,Zone 6,,Natural gas,ERS-7528.H2K,sim-1334.choices,HTAP-options.json,General,HTAP-work-13,1334,HTAP-sim-1334,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,QUEBEC,59.3,2.4,0.0,2.5,20.7,59.3,0,25.6,103.5,0.7,24562.3,556.9,0.0,0.0,0.0,112,4200,2.588,5.34,84.9,1.0,6796.7,12823.5,0.0,1917.3,60.5,6.8,1933.37,463.95,2397.32,0.0,0.0,0.0,2397.32,0.0,true,1,1,5.3367,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,77.89,110.226,0.0,2.86,0.738,26.272,23.842,384.416,0.0,0.0,194.264,26.952,MONTREAL,QUEBEC,Attic/hip,272.1,W,A-1069,Two,SingleDetached,765.5,MONTREAL,13.9,1.1,0.0,0.0,3.8,0.0,0.0,8.2,0.606,0.606,0.0,0.0,0.606,0.0,0.0,0.561,0.186,0.181,0.0,0.0,0.183,0.0,0.0,0.217,Zone 6,,Natural gas,ERS-7528.H2K,sim-1335.choices,HTAP-options.json,General,HTAP-work-14,1335,HTAP-sim-1335,Details in JSON output,0.0,0.0,0.0,8120.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8120.75,0.0,0,Details in JSON output,Details in JSON output,true,8120.75,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,QUEBEC,76.1,1.7,0.0,1.5,20.7,76.1,0,25.6,118.3,0.7,28918.9,556.2,0.0,0.0,0.0,110,4200,2.687,7.49,101.1,1.0,3316.2,12572.8,0.0,2222.8,77.7,2.8,2239.21,463.55,2702.76,0.0,0.0,0.0,2702.76,0.0,true,1,1,7.493194,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,77.89,110.226,0.0,2.86,0.738,26.272,23.842,383.448,0.0,0.0,183.153,37.095,MONTREAL,QUEBEC,Attic/hip,272.1,W,A-1069,Two,SingleDetached,765.5,MONTREAL,9.1,9.1,0.0,0.0,9.1,0.0,0.0,9.8,0.606,0.606,0.0,0.0,0.606,0.0,0.0,0.568,0.188,0.188,0.0,0.0,0.188,0.0,0.0,0.214,Zone 6,,Natural gas,ERS-7528.H2K,sim-1336.choices,HTAP-options.json,General,HTAP-work-15,1336,HTAP-sim-1336,Details in JSON output,0.0,0.0,0.0,11263.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11263.02,0.0,0,Details in JSON output,Details in JSON output,true,11263.02,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,QUEBEC,78.3,1.8,0.0,1.6,20.7,78.3,0,25.6,120.5,0.7,29567.5,556.3,0.0,0.0,0.0,116,4200,2.454,8.17,103.5,1.0,3705.3,13186.9,0.0,2268.3,80.0,3.2,2284.74,463.58,2748.32,0.0,0.0,0.0,2748.32,0.0,true,1,1,8.173667,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,77.89,110.226,0.0,2.86,0.738,26.272,23.842,384.416,0.0,0.0,194.264,26.952,MONTREAL,QUEBEC,Attic/hip,272.1,W,A-1069,Two,SingleDetached,765.5,MONTREAL,13.9,1.1,0.0,0.0,3.8,0.0,0.0,8.2,0.606,0.606,0.0,0.0,0.606,0.0,0.0,0.561,0.254,0.247,0.0,0.0,0.25,0.0,0.0,0.279,Zone 6,,Natural gas,ERS-7528.H2K,sim-1337.choices,HTAP-options.json,General,HTAP-work-16,1337,HTAP-sim-1337,Details in JSON output,0.0,0.0,0.0,8120.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8120.75,0.0,0,Details in JSON output,Details in JSON output,true,8120.75,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,QUEBEC,73.6,1.8,0.0,1.6,20.7,73.6,0,25.6,116.0,0.7,28247.9,556.2,0.0,0.0,0.0,110,4200,2.687,7.14,98.6,1.0,3741.0,12572.8,0.0,2175.7,75.1,3.1,2192.11,463.58,2655.68,0.0,0.0,0.0,2655.68,0.0,true,1,1,7.137948,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,77.89,110.226,0.0,2.86,0.738,26.272,23.842,383.448,0.0,0.0,183.153,37.095,MONTREAL,QUEBEC,Attic/hip,272.1,W,A-1069,Two,SingleDetached,765.5,MONTREAL,9.1,9.1,0.0,0.0,9.1,0.0,0.0,9.8,0.606,0.606,0.0,0.0,0.606,0.0,0.0,0.568,0.257,0.257,0.0,0.0,0.257,0.0,0.0,0.278,Zone 6,,Natural gas,ERS-7528.H2K,sim-1338.choices,HTAP-options.json,General,HTAP-work-17,1338,HTAP-sim-1338,Details in JSON output,0.0,0.0,0.0,11263.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11263.02,0.0,0,Details in JSON output,Details in JSON output,true,11263.02,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,QUEBEC,74.8,1.9,0.0,1.7,20.7,74.8,0,25.6,117.3,0.7,28624.9,556.4,0.0,0.0,0.0,116,4200,2.454,8.0,100.0,1.0,4242.6,13186.9,0.0,2202.2,76.4,3.7,2218.57,463.64,2682.21,0.0,0.0,0.0,2682.21,0.0,true,1,1,7.996544,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,51.28,125.428,0.0,3.499,0.712,2.489,29.846,453.814,54.07,0.0,243.236,49.316,CALGARY,ALBERTA,Attic/gable,331.0,N,A-1072,Two,SingleDetached,996.2,CALGARY,7.2,9.9,0.0,0.0,30.0,0.0,0.0,2.2,0.543,0.638,0.0,0.0,0.551,0.0,0.0,0.612,0.54,0.503,0.0,0.0,0.563,0.0,0.0,0.528,Zone 7a,,Natural gas,ERS-7529.H2K,sim-1339.choices,HTAP-options.json,General,HTAP-work-18,1339,HTAP-sim-1339,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,78.1,2.5,0.0,4.5,14.9,78.1,0,25.6,118.3,0.8,30527.2,400.5,0.0,0.0,0.0,161,5000,2.18,8.97,82.5,1.0,7265.4,18172.3,0.0,2253.6,65.5,13.6,2352.12,381.45,2733.57,0.0,0.0,0.0,2733.57,0.0,true,1,1,8.974221,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,51.28,125.428,0.0,3.499,0.712,2.489,29.846,440.591,54.07,0.0,232.365,46.964,CALGARY,ALBERTA,Attic/gable,331.0,N,A-1072,Two,SingleDetached,996.2,CALGARY,12.3,11.6,0.0,0.0,11.6,0.0,0.0,11.6,0.691,0.717,0.0,0.0,0.491,0.0,0.0,0.717,0.612,0.591,0.0,0.0,0.619,0.0,0.0,0.591,Zone 7a,,Natural gas,ERS-7529.H2K,sim-1340.choices,HTAP-options.json,General,HTAP-work-19,1340,HTAP-sim-1340,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,82.2,2.8,0.0,5.9,14.9,82.2,0,25.6,123.9,0.8,32181.1,400.5,0.0,0.0,0.0,153,5000,2.306,8.45,87.1,1.0,8310.0,17408.5,0.0,2369.7,69.0,20.2,2468.21,381.45,2849.67,0.0,0.0,0.0,2849.67,0.0,true,1,1,8.45286,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,51.28,125.428,0.0,3.499,0.712,2.489,29.846,453.814,54.07,0.0,243.236,49.316,CALGARY,ALBERTA,Attic/gable,331.0,N,A-1072,Two,SingleDetached,996.2,CALGARY,7.2,9.9,0.0,0.0,30.0,0.0,0.0,2.2,0.558,0.606,0.0,0.0,0.604,0.0,0.0,0.606,0.226,0.185,0.0,0.0,0.203,0.0,0.0,0.185,Zone 7a,,Natural gas,ERS-7529.H2K,sim-1341.choices,HTAP-options.json,General,HTAP-work-20,1341,HTAP-sim-1341,Details in JSON output,0.0,0.0,0.0,15056.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15056.72,0.0,0,Details in JSON output,Details in JSON output,true,15056.72,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,105.1,1.4,0.0,2.6,14.9,105.1,0,25.6,141.4,0.8,37304.5,400.5,0.0,0.0,0.0,159,5000,2.227,8.44,103.5,1.0,4056.6,17946.7,0.0,2729.3,88.2,3.9,2827.88,381.45,3209.34,0.0,0.0,0.0,3209.34,0.0,true,1,1,8.436849,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,51.28,125.428,0.0,3.499,0.712,2.489,29.846,440.591,54.07,0.0,232.365,46.964,CALGARY,ALBERTA,Attic/gable,331.0,N,A-1072,Two,SingleDetached,996.2,CALGARY,12.3,11.6,0.0,0.0,11.6,0.0,0.0,11.6,0.577,0.606,0.0,0.0,0.606,0.0,0.0,0.606,0.213,0.188,0.0,0.0,0.188,0.0,0.0,0.188,Zone 7a,,Natural gas,ERS-7529.H2K,sim-1342.choices,HTAP-options.json,General,HTAP-work-21,1342,HTAP-sim-1342,Details in JSON output,0.0,0.0,0.0,14327.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14327.99,0.0,0,Details in JSON output,Details in JSON output,true,14327.99,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ALBERTA,109.5,1.3,0.0,2.6,14.9,109.5,0,25.6,145.6,0.8,38537.9,400.5,0.0,0.0,0.0,157,5000,2.248,8.43,107.2,1.0,4139.2,17665.9,0.0,2815.9,91.9,3.8,2914.47,381.45,3295.92,0.0,0.0,0.0,3295.92,0.0,true,1,1,8.427842,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,51.28,125.428,0.0,3.499,0.712,2.489,29.846,453.814,54.07,0.0,243.236,49.316,CALGARY,ALBERTA,Attic/gable,331.0,N,A-1072,Two,SingleDetached,996.2,CALGARY,7.2,9.9,0.0,0.0,30.0,0.0,0.0,2.2,0.558,0.606,0.0,0.0,0.604,0.0,0.0,0.606,0.287,0.253,0.0,0.0,0.269,0.0,0.0,0.254,Zone 7a,,Natural gas,ERS-7529.H2K,sim-1343.choices,HTAP-options.json,General,HTAP-work-22,1343,HTAP-sim-1343,Details in JSON output,0.0,0.0,0.0,15056.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15056.72,0.0,0,Details in JSON output,Details in JSON output,true,15056.72,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ALBERTA,98.2,1.6,0.0,2.8,14.9,98.2,0,25.6,135.2,0.8,35493.3,400.5,0.0,0.0,0.0,159,5000,2.227,8.39,98.0,1.0,4657.7,17946.7,0.0,2602.2,82.4,5.1,2700.73,381.45,3082.19,0.0,0.0,0.0,3082.19,0.0,true,1,1,8.394819,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
