analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005v11_8.h2k,sim-78.choices,HTAP-options.json,General,HTAP-work-5,78,HTAP-sim-78,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0,Details in JSON output,Details in JSON output,false,18718.39,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},58.9,2.6,0,1.7,16.4,28.0,0,26.3,72.6,0.0,20164.2,0.0,0.0,0.0,0.0,95.6,4670,2.597,3.23,63.0,1,3063.9,11842.8,0.0,1144.6,80.5,5.0,11.7,1624.63,0.0,1624.63,0.0,0.0,0.0,1624.63,0.0,true,1,1,3.2345752,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,FREDERICTON,1.4,5.9,0,0,4.3,0,0,1.4,0.47,0.47,0,0,0.47,0,0,0.47,0.513,0.522,0,0,0.52,0,0,0.513,Zone 6,,Natural gas,roadmapping-2006-2011v11_8.h2k,sim-79.choices,HTAP-options.json,General,HTAP-work-6,79,HTAP-sim-79,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,4293.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,4293.75,0,Details in JSON output,Details in JSON output,false,5271.63,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_2_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR25,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},55.2,0.0,0,0.0,16.4,55.2,0,26.3,97.9,0.0,27205.3,0.0,0.0,0.0,0.0,91.8,4670,2.626,3.08,95.9,1,3018.6,10948.7,0.0,1638.9,73.9,0.0,11.3,2118.91,0.0,2118.91,0.0,0.0,0.0,2118.91,0.0,true,1,1,3.0838235,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,FREDERICTON,1.4,5.9,0,0,4.3,0,0,1.4,0.47,0.47,0,0,0.47,0,0,0.47,0.513,0.522,0,0,0.52,0,0,0.513,Zone 6,,Natural gas,roadmapping-2006-2011v11_8.h2k,sim-80.choices,HTAP-options.json,General,HTAP-work-7,80,HTAP-sim-80,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,18779.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,18779.96,0,Details in JSON output,Details in JSON output,false,19757.84,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_2_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR25,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},55.2,2.6,0,1.7,16.4,25.6,0,26.3,70.2,0.0,19488.9,0.0,0.0,0.0,0.0,91.6,4670,2.626,3.6,58.4,1,3018.6,11026.9,0.0,1097.2,73.8,4.9,11.3,1577.22,0.0,1577.22,0.0,0.0,0.0,1577.22,0.0,true,1,1,3.6040363,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,FREDERICTON,1.4,5.9,0,0,4.3,0,0,1.4,0.556,0.556,0,0,0.556,0,0,0.556,0.339,0.345,0,0,0.344,0,0,0.339,Zone 6,,Natural gas,roadmapping-2012-2019v11_8.h2k,sim-81.choices,HTAP-options.json,General,HTAP-work-0,81,HTAP-sim-81,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,3922.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,3922.5,0,Details in JSON output,Details in JSON output,false,4900.38,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_2_5,Generic_Wall_R-17-eff,NA,NBC-Baseloads,NA,CeilR50,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR30,NA,NA,VintageR10,NA,NA,VintageR17,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u1.8,,,FREDERICTON,NEW BRUNSWICK,{},48.2,0.0,0,0.0,16.4,48.2,0,26.3,90.9,0.0,25238.4,0.0,0.0,0.0,0.0,80.5,4670,3.007,4.56,86.4,1,2630.8,9823.2,0.0,1500.8,64.4,0.0,7.6,1980.84,0.0,1980.84,0.0,0.0,0.0,1980.84,0.0,true,1,1,4.5642423999999995,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,FREDERICTON,1.4,5.9,0,0,4.3,0,0,1.4,0.556,0.556,0,0,0.556,0,0,0.556,0.339,0.345,0,0,0.344,0,0,0.339,Zone 6,,Natural gas,roadmapping-2012-2019v11_8.h2k,sim-82.choices,HTAP-options.json,General,HTAP-work-1,82,HTAP-sim-82,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,18779.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,18779.96,0,Details in JSON output,Details in JSON output,false,19757.84,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_2_5,Generic_Wall_R-17-eff,NA,NBC-Baseloads,NA,CeilR50,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR30,NA,NA,VintageR10,NA,NA,VintageR17,rates2016,NA,NA,CCASHP,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u1.8,,,FREDERICTON,NEW BRUNSWICK,{},48.1,2.4,0,1.4,16.4,22.5,0,26.3,66.8,0.0,18552.4,0.0,0.0,0.0,0.0,80.3,4670,3.007,4.07,54.0,1,2630.8,9901.4,0.0,1031.5,64.4,3.8,7.6,1511.48,0.0,1511.48,0.0,0.0,0.0,1511.48,0.0,true,1,1,4.0678039,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,58.17,62.1,0,3.366,0.0,0,14.387,233.818,0,0,145.7,8.264,OTTAWA,ONTARIO,Attic/gable,132.0,S,,Two,SingleDetached,456.8,FREDERICTON,1.7,2.1,0,0,2.7,0,0,1.7,0.3,0.3,0,0,0.3,0,0,0.3,0.631,0.633,0,0,0.635,0,0,0.631,Zone 6,,Natural gas,roadmapping-pre-1946v11_8.h2k,sim-83.choices,HTAP-options.json,General,HTAP-work-2,83,HTAP-sim-83,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6150.0,0,Details in JSON output,Details in JSON output,true,6150.0,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_10,Generic_Wall_R-07-eff,NA,NBC-Baseloads,NA,CeilR20,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR3,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,FREDERICTON,NEW BRUNSWICK,{},107.2,0.0,0,0.0,16.4,107.2,0,26.3,149.9,0.0,41640.5,0.0,0.0,0.0,0.0,143.4,4670,1.243,4.26,260.2,1,2875.3,17932.8,0.0,2652.3,225.6,0.0,10.3,3132.27,0.0,3132.27,0.0,0.0,0.0,3132.27,0.0,true,1,1,4.2629082,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,58.17,62.1,0,3.366,0.0,0,14.387,233.818,0,0,145.7,8.264,OTTAWA,ONTARIO,Attic/gable,132.0,S,,Two,SingleDetached,456.8,FREDERICTON,1.7,2.1,0,0,2.7,0,0,1.7,0.3,0.3,0,0,0.3,0,0,0.3,0.631,0.633,0,0,0.635,0,0,0.631,Zone 6,,Natural gas,roadmapping-pre-1946v11_8.h2k,sim-84.choices,HTAP-options.json,General,HTAP-work-3,84,HTAP-sim-84,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17722.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17722.09,0,Details in JSON output,Details in JSON output,true,17722.09,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_10,Generic_Wall_R-07-eff,NA,NBC-Baseloads,NA,CeilR20,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR3,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,FREDERICTON,NEW BRUNSWICK,{},107.0,2.8,0,1.5,16.4,60.6,0,26.3,105.0,0.0,29158.6,0.0,0.0,0.0,0.0,143.0,4670,1.243,4.21,165.1,1,2875.3,18013.2,0.0,1776.0,225.2,4.6,10.2,2256.04,0.0,2256.04,0.0,0.0,0.0,2256.04,0.0,true,1,1,4.2100572,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983v11_8.h2k,sim-85.choices,HTAP-options.json,General,HTAP-work-4,85,HTAP-sim-85,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4912.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4912.5,0,Details in JSON output,Details in JSON output,true,4912.5,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},89.6,0.0,0,0.0,16.4,89.6,0,26.3,132.3,0.0,36740.5,0.0,0.0,0.0,0.0,130.7,4000,1.692,3.93,162.1,1,2352.0,13462.7,0.0,2308.3,137.0,0.0,14.7,2788.29,0.0,2788.29,0.0,0.0,0.0,2788.29,0.0,true,1,1,3.9290444,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983v11_8.h2k,sim-86.choices,HTAP-options.json,General,HTAP-work-5,86,HTAP-sim-86,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0,Details in JSON output,Details in JSON output,true,18416.14,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},89.4,2.6,0,0.9,16.4,47.1,0,26.3,90.8,0.0,25228.7,0.0,0.0,0.0,0.0,130.5,4000,1.692,4.15,98.5,1,2352.0,13528.8,0.0,1500.2,136.8,2.7,14.7,1980.16,0.0,1980.16,0.0,0.0,0.0,1980.16,0.0,true,1,1,4.1501809000000005,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,81.44,88.1,0,3.532,0.0,0,17.145,290.987,0,0,170.672,11.537,OTTAWA,ONTARIO,Attic/gable,184.6,S,,Two,SingleDetached,661.0,HALIFAX,1.2,5.0,0,0,4.1,0,0,1.2,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.599,0,0,0.59,Zone 6,,Natural gas,roadmapping-1984-1995v11_8.h2k,sim-87.choices,HTAP-options.json,General,HTAP-work-6,87,HTAP-sim-87,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4046.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4046.25,0,Details in JSON output,Details in JSON output,true,4046.25,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_4_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR30,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},62.1,0.0,0,0.0,16.4,62.1,0,26.3,104.8,0.0,29100.2,0.0,0.0,0.0,0.0,99.2,4000,2.151,4.56,118.1,1,2297.6,10423.6,0.0,1771.9,93.4,0.0,11.6,2251.94,0.0,2251.94,0.0,0.0,0.0,2251.94,0.0,true,1,1,4.5567763999999995,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,81.44,88.1,0,3.532,0.0,0,17.145,290.987,0,0,170.672,11.537,OTTAWA,ONTARIO,Attic/gable,184.6,S,,Two,SingleDetached,661.0,HALIFAX,1.2,5.0,0,0,4.1,0,0,1.2,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.599,0,0,0.59,Zone 6,,Natural gas,roadmapping-1984-1995v11_8.h2k,sim-88.choices,HTAP-options.json,General,HTAP-work-7,88,HTAP-sim-88,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18458.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18458.12,0,Details in JSON output,Details in JSON output,true,18458.12,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR30,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},62.0,2.6,0,1.0,16.4,28.7,0,26.3,72.5,0.0,20144.3,0.0,0.0,0.0,0.0,99.0,4000,2.151,4.39,69.4,1,2297.6,10489.1,0.0,1143.2,93.3,2.8,11.6,1623.23,0.0,1623.23,0.0,0.0,0.0,1623.23,0.0,true,1,1,4.389904899999999,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,HALIFAX,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005v11_8.h2k,sim-89.choices,HTAP-options.json,General,HTAP-work-0,89,HTAP-sim-89,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.5,0,Details in JSON output,Details in JSON output,false,3922.5,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,HALIFAX,NOVA SCOTIA,{},54.9,0.0,0,0.0,16.4,54.9,0,26.3,97.6,0.0,27113.5,0.0,0.0,0.0,0.0,91.9,4000,2.597,3.17,97.5,1,2421.8,9568.7,0.0,1632.5,75.1,0.0,11.5,2112.47,0.0,2112.47,0.0,0.0,0.0,2112.47,0.0,true,1,1,3.1732774,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,HALIFAX,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005v11_8.h2k,sim-90.choices,HTAP-options.json,General,HTAP-work-1,90,HTAP-sim-90,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0,Details in JSON output,Details in JSON output,false,18718.39,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,HALIFAX,NOVA SCOTIA,{},54.8,2.4,0,1.0,16.4,24.4,0,26.3,68.2,0.0,18948.2,0.0,0.0,0.0,0.0,91.8,4000,2.597,3.33,57.2,1,2421.8,9633.9,0.0,1059.3,75.0,2.7,11.5,1539.27,0.0,1539.27,0.0,0.0,0.0,1539.27,0.0,true,1,1,3.3273294,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,91.39,96.5,0,3.287,0.0,0,18.615,323.273,0,0,191.743,13.128,OTTAWA,ONTARIO,Attic/gable,207.6,S,,Two,SingleDetached,757.5,HALIFAX,1.4,5.9,0,0,4.3,0,0,1.4,0.47,0.47,0,0,0.47,0,0,0.47,0.513,0.522,0,0,0.52,0,0,0.513,Zone 6,,Natural gas,roadmapping-2006-2011v11_8.h2k,sim-91.choices,HTAP-options.json,General,HTAP-work-2,91,HTAP-sim-91,Details in JSON output,,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.88,3675.0,0,Details in JSON output,Details in JSON output,false,4652.88,S,Opt-DHWSystem=>ElecIDEAL;,true,ACH_2_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,none,NA,NA,VintageR25,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,HALIFAX,NOVA SCOTIA,{},51.3,0.0,0,0.0,16.4,51.3,0,26.3,94.0,0.0,26117.9,0.0,0.0,0.0,0.0,87.9,4000,2.626,3.24,90.6,1,2369.2,8971.7,0.0,1562.6,68.7,0.0,11.2,2042.58,0.0,2042.58,0.0,0.0,0.0,2042.58,0.0,true,1,1,3.2423040000000003,470c9c257399fef59b733f5bc9bf2edf,470c9c257399fef59b733f5bc9bf2edf,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
