myID,myBatchname,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Floor-Area-m2,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|total,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-Ceilings,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-GenericWall_1Layer_definitions,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-Ruleset,input|Opt-WindowDistribution,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AuxEnergyReq-HeatingGJ,output|AnnDHWLoad-GJ,output|AvgAirConditioning-COP,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|PEAK-Cooling-W,output|PEAK-Heating-W,status|success,output|SpcHeatHP-GJ,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatWood-GJ,output|SpcHeatProp-GJ,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterWood-GJ,output|HotWaterProp-GJ,
id-1532,hp+dhw-results.csv,166.996,13.128,OTTAWA,181.6,Two,SingleDetached,664.3,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,8220.72,0,Details in JSON output,8220.72,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,NBC-Baseloads,dbl-clear-u3.33,CeilR25,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-10-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},100.7,16.4,0.0,0.0,7.1,100.7,26.3,134.1,0.0,37254.9,0.0,0.0,0.0,0.0,139.5,4670,3305.4,17107.8,true,0.0,100.7,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1533,hp+dhw-results.csv,166.996,13.128,OTTAWA,181.6,Two,SingleDetached,664.3,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,20734.36,0,Details in JSON output,20734.36,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_6,NBC-Baseloads,dbl-clear-u3.33,CeilR25,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-10-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},100.5,16.4,2.7,1.6,7.1,53.0,26.3,88.2,0.0,24508.9,0.0,0.0,0.0,0.0,139.1,4670,3305.4,17188.0,true,22.0,53.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1534,hp+dhw-results.csv,166.996,13.128,OTTAWA,181.6,Two,SingleDetached,664.3,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5902.5,0,Details in JSON output,5902.5,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,NBC-Baseloads,dbl-clear-u3.33,CeilR25,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-10-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},96.4,16.4,0.0,0.0,16.4,96.4,26.3,139.1,0.0,38642.4,0.0,0.0,0.0,0.0,138.6,4670,3305.4,16838.1,true,0.0,96.4,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1535,hp+dhw-results.csv,166.996,13.128,OTTAWA,181.6,Two,SingleDetached,664.3,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18416.14,0,Details in JSON output,18416.14,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_6,NBC-Baseloads,dbl-clear-u3.33,CeilR25,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-10-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},96.2,16.4,2.7,1.6,16.4,50.3,26.3,94.9,0.0,26363.2,0.0,0.0,0.0,0.0,138.2,4670,3305.4,16918.3,true,21.4,50.3,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1536,hp+dhw-results.csv,166.996,13.128,OTTAWA,181.6,Two,SingleDetached,664.3,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,8220.72,0,Details in JSON output,8220.72,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,NBC-Baseloads,dbl-clear-u3.33,CeilR25,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-10-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},100.7,16.4,0.0,0.0,7.1,100.7,26.3,134.1,0.0,37254.9,0.0,0.0,0.0,0.0,139.5,4670,3305.4,17107.8,true,0.0,100.7,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1537,hp+dhw-results.csv,166.996,13.128,OTTAWA,181.6,Two,SingleDetached,664.3,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,20734.36,0,Details in JSON output,20734.36,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_6,NBC-Baseloads,dbl-clear-u3.33,CeilR25,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-10-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},100.5,16.4,2.7,1.6,7.1,53.0,26.3,88.2,0.0,24508.9,0.0,0.0,0.0,0.0,139.1,4670,3305.4,17188.0,true,22.0,53.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1538,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4788.75,0,Details in JSON output,4788.75,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u2.94,CeilR30,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},66.5,16.4,0.0,0.0,16.4,66.5,26.3,109.2,0.0,30334.4,0.0,0.0,0.0,0.0,103.4,4670,2980.3,12851.6,true,0.0,66.5,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1539,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18458.12,0,Details in JSON output,18458.12,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u2.94,CeilR30,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},66.4,16.4,2.6,1.7,16.4,32.4,26.3,77.0,0.0,21393.5,0.0,0.0,0.0,0.0,103.2,4670,2980.3,12931.2,true,16.7,32.4,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1540,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,7106.969999999999,0,Details in JSON output,7106.969999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u2.94,CeilR30,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},70.8,16.4,0.0,0.0,7.1,70.8,26.3,104.1,0.0,28922.2,0.0,0.0,0.0,0.0,104.5,4670,2980.3,13123.8,true,0.0,70.8,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1541,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,20776.34,0,Details in JSON output,20776.34,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u2.94,CeilR30,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},70.7,16.4,2.6,1.7,7.1,34.7,26.3,70.0,0.0,19451.2,0.0,0.0,0.0,0.0,104.2,4670,2980.3,13203.5,true,17.4,34.7,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1542,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4788.75,0,Details in JSON output,4788.75,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},67.1,16.4,0.0,0.0,16.4,67.1,26.3,109.8,0.0,30504.1,0.0,0.0,0.0,0.0,104.4,4670,3029.6,12952.2,true,0.0,67.1,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1543,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18458.12,0,Details in JSON output,18458.12,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},67.0,16.4,2.6,1.7,16.4,32.6,26.3,77.3,0.0,21465.1,0.0,0.0,0.0,0.0,104.2,4670,3029.6,13031.8,true,16.9,32.6,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1544,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,7230.719999999999,0,Details in JSON output,7230.719999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},71.4,16.4,0.0,0.0,7.1,71.4,26.3,104.7,0.0,29091.3,0.0,0.0,0.0,0.0,105.5,4670,3029.6,13224.5,true,0.0,71.4,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1545,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,20776.34,0,Details in JSON output,20776.34,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},71.3,16.4,2.6,1.7,7.1,34.9,26.3,70.3,0.0,19518.6,0.0,0.0,0.0,0.0,105.2,4670,3029.6,13304.1,true,17.6,34.9,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1546,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4788.75,0,Details in JSON output,4788.75,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},67.1,16.4,0.0,0.0,16.4,67.1,26.3,109.8,0.0,30504.1,0.0,0.0,0.0,0.0,104.4,4670,3029.6,12952.2,true,0.0,67.1,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1547,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18458.12,0,Details in JSON output,18458.12,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},67.0,16.4,2.6,1.7,16.4,32.6,26.3,77.3,0.0,21465.1,0.0,0.0,0.0,0.0,104.2,4670,3029.6,13031.8,true,16.9,32.6,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1548,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,7230.719999999999,0,Details in JSON output,7230.719999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},71.4,16.4,0.0,0.0,7.1,71.4,26.3,104.7,0.0,29091.3,0.0,0.0,0.0,0.0,105.5,4670,3029.6,13224.5,true,0.0,71.4,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1549,hp+dhw-results.csv,170.672,11.537,OTTAWA,184.6,Two,SingleDetached,661.0,Zone 6,,Natural gas,roadmapping-1984-1995.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,20776.34,0,Details in JSON output,20776.34,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,NBC-Baseloads,dbl-clear-u3.13,CeilR30,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_gas,NA,,,FREDERICTON,NEW BRUNSWICK,{},71.3,16.4,2.6,1.7,7.1,34.9,26.3,70.3,0.0,19518.6,0.0,0.0,0.0,0.0,105.2,4670,3029.6,13304.1,true,17.6,34.9,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1550,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4417.5,0,Details in JSON output,4417.5,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},59.0,16.4,0.0,0.0,16.4,59.0,26.3,101.6,0.0,28234.6,0.0,0.0,0.0,0.0,95.9,4670,3063.9,11763.7,true,0.0,59.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1551,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18718.39,0,Details in JSON output,18718.39,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},58.9,16.4,2.6,1.7,16.4,28.0,26.3,72.6,0.0,20163.8,0.0,0.0,0.0,0.0,95.6,4670,3063.9,11842.8,true,15.7,28.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1552,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6859.469999999999,0,Details in JSON output,6859.469999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},63.2,16.4,0.0,0.0,7.1,63.2,26.3,96.6,0.0,26820.2,0.0,0.0,0.0,0.0,96.9,4670,3063.9,12039.3,true,0.0,63.2,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1553,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,21036.61,0,Details in JSON output,21036.61,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_elec,NA,,,FREDERICTON,NEW BRUNSWICK,{},63.1,16.4,2.6,1.7,7.1,30.2,26.3,65.5,0.0,18200.2,0.0,0.0,0.0,0.0,96.7,4670,3063.9,12118.7,true,16.5,30.2,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
id-1554,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4417.5,0,Details in JSON output,4417.5,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},59.0,16.4,0.0,0.0,16.4,59.0,26.3,101.6,0.0,28234.6,0.0,0.0,0.0,0.0,95.9,4670,3063.9,11763.7,true,0.0,59.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1555,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18718.39,0,Details in JSON output,18718.39,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,CCASHP,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},58.9,16.4,2.6,1.7,16.4,28.0,26.3,72.6,0.0,20163.8,0.0,0.0,0.0,0.0,95.6,4670,3063.9,11842.8,true,15.7,28.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,
id-1556,hp+dhw-results.csv,181.924,13.371,OTTAWA,203.2,Two,SingleDetached,734.2,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6859.469999999999,0,Details in JSON output,6859.469999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,FREDERICTON,ArchetypeRoadmapping_oil,NA,,,FREDERICTON,NEW BRUNSWICK,{},63.2,16.4,0.0,0.0,7.1,63.2,26.3,96.6,0.0,26820.2,0.0,0.0,0.0,0.0,96.9,4670,3063.9,12039.3,true,0.0,63.2,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,
