analysis_BCStepCode|TEDI_compliance,archetype|Archetype-ACH,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-City,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-RSI,archetype|Ceiling-Type,archetype|Ceiling-UAValue,archetype|EvaluationDate,archetype|ExposedFloor-RSI,archetype|ExposedFloor-UAValue,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Wall-RSI,archetype|Wall-UAValue,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|Window-UAValue,archetype|Year-Built,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-H2KFoundation,input|Opt-H2KFoundationSlabCrawl,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|DesignTemp-Heating-oC,output|ERS-Value,output|ERSRefHouse_Energy-CoolingGJ,output|ERSRefHouse_Energy-DHWGJ,output|ERSRefHouse_Energy-HeatingGJ,output|ERSRefHouse_Energy-Total-GJ,output|ERSRefHouse_Energy-VentGJ,output|ESRefHouse_Energy-PlugGJ,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|Infil-VentHeatLoss-GJ,output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatHP-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 2,2.5,51.28,125.428,0,3.499,0.712,2.489,29.846,453.814,54.07,0,243.236,49.316,,CALGARY,ALBERTA,6.72,Attic/gable,18.66,2018-09-27,5.02,0.5,331.0,N,A-1072,Two,SingleDetached,996.2,2.91,83.61,CALGARY,7.2,9.9,0,0,30.0,0,0,2.2,0.54,0.503,0,0,0.563,0,0,0.528,86.9,2017,Zone 7a,Natural gas,Natural gas,ERS-7529.H2K,sim-223.choices,project.json,General,HTAP-work-2,223,HTAP-sim-223,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone7A_HRV,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC_CathCeiling_RSI5.02,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI5.02,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone7A_HRV,NBC_SOnly_zone7A_HRV,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone7A-window,,,NA,ALBERTA,{},14.6,85.3,2.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,14.9,87.8,0,25.6,136.0,0.8,9290.8,2753.0,0.0,0.0,0.0,7.0,38.5,9.9,1.7,6.3,0.0,2.0,6.1,0.2,11.5,8.1,169.2,41.4,42.7,169.2,5000,0.0,14.9,0.0,0.0,0.0,38.5,3.03,91.8,1,7252.3,20481.6,0.2,87.6,0.0,0.0,0.0,0.0,71.6,13.9,57.0,861.31,1608.5,2469.81,0.0,0.0,0.0,2469.81,0.0,true,1,1,3.034537,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,0,38.551,0,1.858,0.0,0,0,136.646,0.0,0,87.736,8.501,,Vancouver,BRITISH COLUMBIA,5.17,Cathedral,7.45,2018-09-27,0,0,66.3,N,H0000,Two,SingleDetached,154.2,2.78,31.55,Vancouver,1.7,2.4,0,0,2.5,0,0,2.0,0.344,0.34,0,0,0.317,0,0,0.352,11.27,2016,Zone 4,Electricity,electricity,ERS-7668.H2K,sim-224.choices,project.json,General,HTAP-work-3,224,HTAP-sim-224,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},12.8,13.1,0.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,13.1,0,25.6,53.0,0.2,14720.6,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,2.3,0.0,0.6,0.0,0.0,0.0,4.3,39.4,10.0,3.9,39.4,2825,14.1,0.0,0.0,0.0,0.0,18.5,1.53,114.7,1,1974.3,2351.3,13.1,0.0,0.0,0.0,0.0,0.0,55.0,0.0,3.3,965.0,0.0,965.0,0.0,0.0,0.0,965.0,0.0,true,1,1,1.5261877,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,0,48.676,0,5.644,1.066,19.316,5.765,250.396,22.81,0,149.909,21.086,,VANCOUVER,BRITISH COLUMBIA,5.32,Cathedral,9.15,2018-09-27,4.67,4.14,111.4,N,BC-1531,Three,Rowhouse-endunit,302.4,2.78,53.91,VANCOUVER,0,5.6,0.7,2.0,5.8,0,1.3,5.8,0,0.357,0.248,0.246,0.365,0,0.245,0.342,39.23,2017,Zone 4,Electricity,electricity,ERS-7740.H2K,sim-225.choices,project.json,General,HTAP-work-4,225,HTAP-sim-225,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},12.8,23.1,0.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,23.1,0,25.6,63.6,0.7,17677.8,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,2.6,0.0,1.6,0.0,1.1,0.0,3.5,54.8,15.7,12.3,54.8,2825,14.1,0.0,0.0,0.0,0.0,18.1,2.96,94.8,1,2742.7,3798.8,23.1,0.0,0.0,0.0,0.0,0.0,57.7,0.0,7.6,1450.08,0.0,1450.08,0.0,0.0,0.0,1450.08,0.0,true,1,1,2.9611769000000003,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,0,50.737,0,4.831,0.227,18.163,5.896,249.909,25.84,0,156.259,14.023,,VANCOUVER,BRITISH COLUMBIA,5.17,Flat,9.81,2018-09-27,4.67,3.89,118.0,W,BC-1531,Three,Rowhouse-endunit,314.3,2.78,56.19,VANCOUVER,5.2,1.9,0,0.7,0,0,0.7,5.6,0.342,0.322,0,0.248,0,0,0.248,0.357,25.79,2017,Zone 4,Electricity,electricity,ERS-7747.H2K,sim-226.choices,project.json,General,HTAP-work-5,226,HTAP-sim-226,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},12.8,23.4,0.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,23.3,0,25.6,63.8,0.7,17735.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,2.8,0.0,1.3,0.0,1.1,0.0,3.6,51.4,16.4,8.1,51.4,2825,14.1,0.0,0.0,0.0,0.0,18.1,2.59,90.0,1,2331.0,3481.7,23.3,0.0,0.0,0.0,0.0,0.0,55.0,0.0,4.3,1454.1,0.0,1454.1,0.0,0.0,0.0,1454.1,0.0,true,1,1,2.5923405,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,0,51.555,0,3.179,0.227,19.07,4.238,219.073,28.0,0,127.566,13.466,,VANCOUVER,BRITISH COLUMBIA,5.35,Attic/gable,9.63,2018-09-27,4.67,4.08,113.4,W,BC-1531,Three,Rowhouse-endunit,298.7,2.78,45.87,VANCOUVER,4.0,0,0,0.7,2.4,0,0.7,5.6,0.346,0,0,0.248,0.309,0,0.248,0.357,24.62,2017,Zone 4,Electricity,electricity,ERS-7749.H2K,sim-227.choices,project.json,General,HTAP-work-6,227,HTAP-sim-227,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},12.8,18.5,0.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,18.5,0,25.6,59.0,0.7,16397.2,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,2.7,0.0,0.9,0.0,1.1,0.0,2.6,46.4,13.4,7.7,46.4,2825,14.1,0.0,0.0,0.0,0.0,18.1,2.47,81.8,1,2281.0,3026.4,18.5,0.0,0.0,0.0,0.0,0.0,45.4,0.0,4.7,1360.18,0.0,1360.18,0.0,0.0,0.0,1360.18,0.0,true,1,1,2.4687012999999998,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,0,141.362,141.86,7.061,1.486,0,24.27,536.612,0,0,288.761,75.159,,WHISTLER,BRITISH COLUMBIA,4.1,Cathedral,34.52,2018-09-27,0,0,393.9,W,BC-1536,Two,SingleDetached,1017.3,2.97,97.25,WHISTLER,44.7,15.4,0,0,9.7,0,0,5.4,0.357,0.38,0,0,0.356,0,0,0.395,117.17,2016,Zone 6,Propane,Propane,ERS-7767.H2K,sim-228.choices,project.json,General,HTAP-work-7,228,HTAP-sim-228,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,BaseDHW,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SCB_zone6_HRV,NA,NA,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,BRITISH COLUMBIA,{},13.6,114.6,3.0,-17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,20.5,58.6,0,25.6,119.8,5.4,18984.1,551.8,0.0,1224.6,0.0,0.0,55.9,0.0,0.0,11.4,17.7,6.6,0.0,0.0,0.0,0.0,181.9,41.0,49.3,181.9,4180,0.0,20.5,0.0,0.0,0.0,55.9,2.33,63.0,1,8964.4,15093.7,27.7,0.0,27.4,0.0,30.9,0.0,80.8,17.6,36.5,2111.73,293.94,3602.2,0.0,1196.53,0.0,3602.2,0.0,true,1,1,2.3313333,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,2.5,0,57.938,21.37,2.586,1.115,6.001,0,202.875,24.15,0,116.067,20.284,,VANCOUVER,BRITISH COLUMBIA,4.2,Cathedral,13.78,2018-09-27,4.67,1.28,121.3,N,BC-1539,Two,Double/Semi-detached,319.7,2.78,41.74,VANCOUVER,9.8,7.2,0,0,3.2,0,0,0,0.368,0.352,0,0,0.327,0,0,0,42.09,2016,Zone 4,Natural gas,Natural gas,ERS-7787.H2K,sim-229.choices,project.json,General,HTAP-work-8,229,HTAP-sim-229,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},12.8,13.8,0.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.7,0,25.6,56.4,1.3,7468.3,791.7,0.0,0.0,0.0,0.0,6.7,0.0,0.0,3.3,2.2,0.7,0.0,0.4,0.0,1.9,40.4,12.0,13.3,40.4,2825,0.0,14.8,0.0,0.0,0.0,6.7,1.46,70.4,1,3049.1,3857.3,0.0,14.7,0.0,0.0,0.0,0.0,31.6,0.0,5.4,692.9,453.27,1146.16,0.0,0.0,0.0,1146.16,0.0,true,1,1,1.4628004000000001,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,0,77.086,64.1,1.951,0.65,11.224,6.155,236.264,0,0,120.292,19.556,,VANCOUVER,BRITISH COLUMBIA,6.34,Attic/gable,12.16,2018-09-27,4.67,2.4,122.1,N,BC-1545,Two,Double/Semi-detached,449.3,2.78,43.26,VANCOUVER,5.5,7.8,0,0,0,0,0,6.3,0.369,0.379,0,0,0,0,0,0.361,35.46,2016,Zone 4,Natural gas,Natural gas,ERS-7804.H2K,sim-230.choices,project.json,General,HTAP-work-9,230,HTAP-sim-230,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},12.8,12.7,0.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,13.6,0,25.6,55.4,1.4,7568.9,756.5,0.0,0.0,0.0,0.0,7.2,0.0,0.0,3.2,2.7,0.6,0.0,0.7,0.0,0.0,38.1,12.4,11.2,38.1,2825,0.0,14.8,0.0,0.0,0.0,7.2,1.36,67.8,1,2907.0,3856.5,0.2,13.3,0.0,0.0,0.0,0.0,28.9,0.0,4.5,701.32,439.44,1140.75,0.0,0.0,0.0,1140.75,0.0,true,1,1,1.362,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,138.15,172.893,0,4.831,0.0,26.477,3.048,398.448,0,0,133.634,57.565,,Whistler,BRITISH COLUMBIA,7.2,Flat,24.0,2018-09-27,4.67,5.67,311.0,N,H0000,One,SingleDetached,935.0,2.97,45.01,Whistler,2.2,24.2,0,0,9.1,0,0,22.0,0.43,0.479,0,0,0.443,0,0,0.462,94.58,2016,Zone 6,Natural gas,Natural gas,ERS-7827.H2K,sim-231.choices,project.json,General,HTAP-work-10,231,HTAP-sim-231,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,BRITISH COLUMBIA,{},13.6,83.6,0.0,-17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,88.0,0,25.6,135.1,4.1,8303.6,2824.9,0.0,0.0,0.0,5.8,35.5,6.9,0.4,9.2,0.0,4.1,16.8,2.3,0.0,0.0,127.6,19.5,43.8,127.6,4180,0.0,17.3,0.0,0.0,0.0,35.5,1.36,97.8,1,8220.1,12143.7,0.2,87.9,0.0,0.0,0.0,0.0,74.7,0.0,29.3,772.79,918.56,1691.35,0.0,0.0,0.0,1691.35,0.0,true,1,1,1.3641591,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,83.06,92.719,0,5.729,5.172,1.742,23.876,378.274,0,0,183.246,70.962,,VANCOUVER,BRITISH COLUMBIA,6.3,Scissor,14.71,2018-09-27,4.67,0.37,246.9,S,BC-1556,Two,SingleDetached,801.4,2.78,65.9,VANCOUVER,12.8,24.7,0,0,15.9,0,0,17.6,0.22,0.23,0,0,0.217,0,0,0.218,100.74,2017,Zone 4,Natural gas,Natural gas,ERS-7856.H2K,sim-232.choices,project.json,General,HTAP-work-11,232,HTAP-sim-232,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone4,NBC_Ceiling_zone4,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone4,NBC_SOnly_zone4,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone4-window,,,NA,BRITISH COLUMBIA,{},15.4,61.1,2.3,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,19.3,31.6,0,31.5,89.5,5.4,16056.3,852.2,0.0,0.0,0.0,1.9,27.8,5.1,1.2,3.7,0.0,3.4,16.0,0.1,0.0,0.0,99.6,21.6,34.9,99.6,2825,0.0,19.3,0.0,0.0,0.0,27.8,2.51,65.0,1,5108.1,8312.3,19.2,12.4,19.1,0.0,0.0,0.0,68.7,3.8,17.7,1744.29,417.14,2161.43,0.0,0.0,0.0,2161.43,0.0,true,1,1,2.5143240000000002,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
